Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries
Outside Fire,07/31/2018,07/31/2018,07/31/2018 12:17:00 PM,07/31/2018 12:17:33 PM,07/31/2018 12:27:16 PM,07/31/2018 12:28:28 PM,07/31/2018 12:34:43 PM,,,Fire,07/31/2018 01:33:45 PM,CALL BOX: GRIFFITH ST/PALOU AV,San Francisco,94124,B10,17,6647,3,3,3,false,Fire,1,ENGINE,7,10,10,Bayview Hunters Point
Outside Fire,07/31/2018,07/31/2018,07/31/2018 12:17:00 PM,07/31/2018 12:17:33 PM,07/31/2018 12:22:14 PM,07/31/2018 12:26:38 PM,07/31/2018 12:32:28 PM,,,Fire,07/31/2018 01:55:22 PM,CALL BOX: GRIFFITH ST/PALOU AV,San Francisco,94124,B10,17,6647,3,3,3,false,Fire,1,SUPPORT,5,10,10,Bayview Hunters Point
Outside Fire,07/31/2018,07/31/2018,07/31/2018 12:17:00 PM,07/31/2018 12:17:33 PM,07/31/2018 12:27:16 PM,07/31/2018 12:29:08 PM,07/31/2018 12:34:43 PM,,,Fire,07/31/2018 01:33:48 PM,CALL BOX: GRIFFITH ST/PALOU AV,San Francisco,94124,B10,17,6647,3,3,3,false,Fire,1,SUPPORT,6,10,10,Bayview Hunters Point
Outside Fire,07/31/2018,07/31/2018,07/31/2018 12:17:00 PM,07/31/2018 12:17:33 PM,07/31/2018 12:18:18 PM,07/31/2018 12:19:08 PM,07/31/2018 12:20:58 PM,,,Fire,07/31/2018 01:05:18 PM,CALL BOX: GRIFFITH ST/PALOU AV,San Francisco,94124,B10,17,6647,3,3,3,false,Fire,1,TRUCK,1,10,10,Bayview Hunters Point
Outside Fire,07/31/2018,07/31/2018,07/31/2018 01:05:48 PM,07/31/2018 01:08:27 PM,07/31/2018 01:08:59 PM,07/31/2018 01:10:16 PM,07/31/2018 01:14:53 PM,,,Fire,07/31/2018 01:16:50 PM,1500 Block of CARROLL AVE,San Francisco,94124,B10,17,6652,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,10/24/2018,10/24/2018,10/24/2018 09:22:24 PM,10/24/2018 09:26:22 PM,10/24/2018 09:27:34 PM,10/24/2018 09:28:50 PM,,,,Fire,10/24/2018 09:41:15 PM,0 Block of HARRISON ST,San Francisco,94105,B03,35,2136,3,3,3,false,Fire,1,TRUCK,2,3,6,Financial District/South Beach
Outside Fire,08/06/2018,08/06/2018,08/06/2018 09:11:46 AM,08/06/2018 09:12:36 AM,08/06/2018 09:12:49 AM,08/06/2018 09:14:00 AM,08/06/2018 09:16:09 AM,,,Fire,08/06/2018 09:35:51 AM,0 Block of CHASE CT,San Francisco,94103,B02,36,5115,3,3,3,true,Fire,1,ENGINE,1,2,6,Mission
Outside Fire,08/01/2018,07/31/2018,08/01/2018 03:20:46 AM,08/01/2018 03:25:28 AM,08/01/2018 03:25:49 AM,08/01/2018 03:28:07 AM,08/01/2018 03:30:26 AM,,,Fire,08/01/2018 03:33:08 AM,14TH ST/WOODWARD ST,San Francisco,94103,B02,06,5215,3,3,3,false,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,08/02/2018,08/01/2018,08/02/2018 05:30:29 AM,08/02/2018 05:33:06 AM,08/02/2018 05:33:13 AM,08/02/2018 05:34:50 AM,08/02/2018 05:37:27 AM,,,No Merit,08/02/2018 05:40:26 AM,14TH ST/FOLSOM ST,San Francisco,94103,B02,07,5216,3,3,3,true,Fire,1,ENGINE,1,2,9,Mission
Vehicle Fire,09/13/2018,09/13/2018,09/13/2018 09:01:24 PM,09/13/2018 09:01:24 PM,09/13/2018 09:01:24 PM,09/13/2018 09:01:24 PM,09/13/2018 09:01:24 PM,,,Fire,09/13/2018 09:08:56 PM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Fire,1,PRIVATE,1,2,6,Tenderloin
Vehicle Fire,09/13/2018,09/13/2018,09/13/2018 09:01:24 PM,09/13/2018 09:01:24 PM,09/13/2018 09:01:37 PM,09/13/2018 09:02:53 PM,09/13/2018 09:04:58 PM,,,Fire,09/13/2018 09:20:48 PM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,true,Fire,1,ENGINE,3,2,6,Tenderloin
Vehicle Fire,09/13/2018,09/13/2018,09/13/2018 09:01:24 PM,09/13/2018 09:01:24 PM,09/13/2018 09:01:37 PM,09/13/2018 09:03:29 PM,09/13/2018 09:04:50 PM,,,Fire,09/13/2018 09:04:59 PM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Fire,1,TRUCK,2,2,6,Tenderloin
Outside Fire,08/07/2018,08/07/2018,08/07/2018 04:13:54 PM,08/07/2018 04:16:54 PM,08/07/2018 04:18:19 PM,08/07/2018 04:18:28 PM,08/07/2018 04:25:21 PM,,,Fire,08/07/2018 04:37:24 PM,0 Block of HARRISON ST,San Francisco,94105,B03,35,2136,3,3,3,false,Fire,1,CHIEF,2,3,6,Financial District/South Beach
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:15:54 AM,08/02/2018 06:23:41 AM,08/02/2018 06:47:19 AM,08/02/2018 06:56:07 AM,Code 2 Transport,08/02/2018 07:33:23 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Fire,1,MEDIC,7,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:17:10 AM,08/02/2018 06:29:00 AM,,,Code 2 Transport,08/02/2018 07:22:52 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,CHIEF,9,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:16:57 AM,08/02/2018 06:20:18 AM,,,Code 2 Transport,08/02/2018 06:43:04 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,CHIEF,4,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:17:07 AM,08/02/2018 06:20:17 AM,,,Code 2 Transport,08/02/2018 06:49:59 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,CHIEF,3,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:17:00 AM,08/02/2018 06:20:15 AM,,,Code 2 Transport,08/02/2018 07:20:36 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,ENGINE,2,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:21:21 AM,08/02/2018 06:22:01 AM,08/02/2018 06:25:21 AM,,,Code 2 Transport,08/02/2018 06:43:07 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Fire,1,ENGINE,8,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:16:53 AM,08/02/2018 06:19:39 AM,,,Code 2 Transport,08/02/2018 06:52:01 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,ENGINE,1,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:21:39 AM,08/02/2018 06:21:40 AM,,,Code 2 Transport,08/02/2018 06:41:06 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Fire,1,ENGINE,6,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:21:21 AM,08/02/2018 06:24:05 AM,08/02/2018 06:33:30 AM,,,Code 2 Transport,08/02/2018 06:45:30 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Fire,1,RESCUE CAPTAIN,11,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:17:36 AM,08/02/2018 06:29:05 AM,,,Code 2 Transport,08/02/2018 06:41:48 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,RESCUE SQUAD,10,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:16:50 AM,08/02/2018 06:20:35 AM,,,Code 2 Transport,08/02/2018 08:12:02 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,true,Fire,1,TRUCK,5,2,5,Hayes Valley
Structure Fire,08/02/2018,08/01/2018,08/02/2018 06:14:42 AM,08/02/2018 06:15:24 AM,08/02/2018 06:15:50 AM,08/02/2018 06:16:58 AM,08/02/2018 06:35:34 AM,,,Code 2 Transport,08/02/2018 07:20:02 AM,500 Block of IVY ST,San Francisco,94102,B02,36,3413,3,3,3,false,Fire,1,TRUCK,12,2,5,Hayes Valley
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:08:21 PM,08/02/2018 03:13:48 PM,,,Fire,08/02/2018 04:17:01 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,true,Fire,1,MEDIC,2,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:08:46 PM,08/02/2018 03:16:32 PM,,,Fire,08/02/2018 04:22:32 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,CHIEF,7,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:13 PM,08/02/2018 03:40:53 PM,,,Fire,08/02/2018 04:45:59 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,CHIEF,12,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:04 PM,08/02/2018 03:16:08 PM,,,Fire,08/02/2018 03:39:19 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,CHIEF,6,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:13 PM,08/02/2018 03:10:36 PM,,,Fire,08/02/2018 04:45:26 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:11:57 PM,08/02/2018 03:17:30 PM,08/02/2018 03:17:30 PM,,,Fire,08/02/2018 03:47:54 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,true,Fire,1,ENGINE,8,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:20 PM,08/02/2018 03:15:30 PM,,,Fire,08/02/2018 04:49:18 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,true,Fire,1,ENGINE,4,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:16 PM,08/02/2018 03:15:53 PM,,,Fire,08/02/2018 04:38:45 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,ENGINE,5,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:11:57 PM,08/02/2018 03:12:52 PM,08/02/2018 03:17:48 PM,,,Fire,08/02/2018 03:36:49 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,true,Fire,1,RESCUE CAPTAIN,9,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:40 PM,08/02/2018 03:18:12 PM,,,Fire,08/02/2018 04:51:56 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,RESCUE SQUAD,10,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,,,,,Fire,08/02/2018 03:10:08 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,TRUCK,13,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:08:15 PM,08/02/2018 03:09:13 PM,08/02/2018 03:14:55 PM,,,Fire,08/02/2018 04:39:06 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,TRUCK,3,10,10,Bayview Hunters Point
Structure Fire,08/02/2018,08/02/2018,08/02/2018 03:07:09 PM,08/02/2018 03:07:39 PM,08/02/2018 03:09:28 PM,08/02/2018 03:09:28 PM,08/02/2018 03:18:12 PM,,,Fire,08/02/2018 03:38:04 PM,1200 Block of EGBERT AVE,San Francisco,94124,B10,17,6615,3,3,3,false,Fire,1,TRUCK,11,10,10,Bayview Hunters Point
Outside Fire,08/02/2018,08/02/2018,08/02/2018 03:16:58 PM,08/02/2018 03:19:21 PM,08/02/2018 03:19:37 PM,08/02/2018 03:20:29 PM,,,,Fire,08/02/2018 03:34:46 PM,THOMAS AV/GRIFFITH ST,San Francisco,94124,B10,17,6653,3,3,3,false,Fire,1,CHIEF,3,10,10,Bayview Hunters Point
Outside Fire,08/02/2018,08/02/2018,08/02/2018 03:16:58 PM,08/02/2018 03:19:21 PM,08/02/2018 03:19:37 PM,08/02/2018 03:22:19 PM,08/02/2018 03:31:05 PM,,,Fire,08/02/2018 03:34:46 PM,THOMAS AV/GRIFFITH ST,San Francisco,94124,B10,17,6653,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,08/02/2018,08/02/2018,08/02/2018 03:16:58 PM,08/02/2018 03:19:21 PM,08/02/2018 03:22:23 PM,08/02/2018 03:22:23 PM,08/02/2018 03:31:05 PM,,,Fire,08/02/2018 03:34:46 PM,THOMAS AV/GRIFFITH ST,San Francisco,94124,B10,17,6653,3,3,3,false,Fire,1,SUPPORT,2,10,10,Bayview Hunters Point
Outside Fire,08/02/2018,08/02/2018,08/02/2018 03:16:58 PM,08/02/2018 03:19:21 PM,08/02/2018 03:19:37 PM,08/02/2018 03:20:52 PM,,,,Fire,08/02/2018 03:32:40 PM,THOMAS AV/GRIFFITH ST,San Francisco,94124,B10,17,6653,3,3,3,false,Fire,1,TRUCK,4,10,10,Bayview Hunters Point
Outside Fire,08/02/2018,08/02/2018,08/02/2018 11:27:28 PM,08/02/2018 11:29:21 PM,08/02/2018 11:31:09 PM,08/02/2018 11:33:04 PM,08/02/2018 11:34:54 PM,,,Fire,08/02/2018 11:39:04 PM,BRYANT ST/THE EMBARCADERO SOU,San Francisco,94105,B03,35,2121,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,08/03/2018,08/02/2018,08/03/2018 06:05:34 AM,08/03/2018 06:06:25 AM,08/03/2018 06:10:48 AM,08/03/2018 06:10:48 AM,08/03/2018 06:12:26 AM,,,Fire,08/03/2018 06:16:01 AM,POLK ST/FERN ST,San Francisco,94109,B04,03,3121,3,A,2,true,Fire,1,ENGINE,1,4,3,Nob Hill
Structure Fire,08/06/2018,08/05/2018,08/06/2018 07:50:35 AM,08/06/2018 07:51:02 AM,08/06/2018 07:51:22 AM,08/06/2018 07:51:27 AM,08/06/2018 08:02:21 AM,,,Fire,08/06/2018 08:48:52 AM,1800 Block of EVANS AVE,San Francisco,94124,B10,25,6435,3,3,3,true,Fire,1,MEDIC,3,10,10,Bayview Hunters Point
Outside Fire,08/03/2018,08/02/2018,08/03/2018 05:10:49 AM,08/03/2018 05:13:05 AM,08/03/2018 05:13:41 AM,08/03/2018 05:15:34 AM,,,,Fire,08/03/2018 05:21:04 AM,BATTERY ST/PINE ST,San Francisco,94111,B01,13,1163,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Outside Fire,08/03/2018,08/02/2018,08/03/2018 05:13:49 AM,08/03/2018 05:15:28 AM,08/03/2018 05:15:49 AM,08/03/2018 05:17:50 AM,08/03/2018 05:21:32 AM,,,Fire,08/03/2018 05:21:47 AM,1000 Block of OAKDALE AVE,San Francisco,94124,B10,17,6647,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,08/03/2018,08/02/2018,08/03/2018 06:05:34 AM,08/03/2018 06:06:25 AM,08/03/2018 06:08:36 AM,08/03/2018 06:10:12 AM,,,,Fire,08/03/2018 06:11:13 AM,POLK ST/FERN ST,San Francisco,94109,B04,03,3121,3,A,2,true,Fire,1,ENGINE,2,4,3,Nob Hill
Vehicle Fire,08/03/2018,08/03/2018,08/03/2018 07:02:20 PM,08/03/2018 07:05:13 PM,08/03/2018 07:05:21 PM,08/03/2018 07:06:00 PM,08/03/2018 07:10:22 PM,,,Fire,08/03/2018 07:21:26 PM,SCOTT ST/GEARY BL,San Francisco,94115,B04,05,0413,3,3,3,false,Fire,1,ENGINE,1,5,5,Western Addition
Vehicle Fire,08/03/2018,08/03/2018,08/03/2018 07:02:20 PM,08/03/2018 07:05:13 PM,08/03/2018 07:05:21 PM,08/03/2018 07:06:35 PM,,,,Fire,08/03/2018 07:09:19 PM,SCOTT ST/GEARY BL,San Francisco,94115,B04,05,0413,3,3,3,false,Fire,1,TRUCK,2,5,5,Western Addition
Outside Fire,08/03/2018,08/03/2018,08/03/2018 07:33:57 PM,08/03/2018 07:36:27 PM,08/03/2018 07:36:32 PM,08/03/2018 07:37:38 PM,08/03/2018 07:39:22 PM,,,Fire,08/03/2018 07:40:41 PM,GEARY ST/JONES ST,San Francisco,94102,B01,03,1462,3,3,3,true,Fire,1,ENGINE,1,1,6,Tenderloin
Vehicle Fire,08/07/2018,08/07/2018,08/07/2018 04:29:25 PM,08/07/2018 04:33:03 PM,08/07/2018 04:34:36 PM,08/07/2018 04:35:48 PM,,,,No Merit,08/07/2018 04:56:35 PM,300 Block of 1ST ST,San Francisco,94105,B03,35,2136,3,3,3,false,Fire,1,TRUCK,2,3,6,Financial District/South Beach
Water Rescue,10/25/2018,10/25/2018,10/25/2018 01:21:06 PM,10/25/2018 01:21:06 PM,10/25/2018 01:21:40 PM,10/25/2018 01:21:54 PM,10/25/2018 01:25:53 PM,10/25/2018 01:42:02 PM,10/25/2018 02:12:10 PM,Code 2 Transport,10/25/2018 02:52:26 PM,0 Block of THE EMBARCADERO,San Francisco,94107,B03,35,0902,C,3,3,true,Fire,1,MEDIC,4,3,6,Financial District/South Beach
Outside Fire,10/25/2018,10/25/2018,10/25/2018 03:37:38 PM,10/25/2018 03:41:10 PM,10/25/2018 03:44:32 PM,10/25/2018 03:45:57 PM,,,,Fire,10/25/2018 03:54:03 PM,VINTON CT/GRANT AV,San Francisco,94108,B01,13,1314,3,3,3,true,Fire,1,ENGINE,2,1,3,Financial District/South Beach
Outside Fire,10/25/2018,10/25/2018,10/25/2018 03:37:38 PM,10/25/2018 03:41:10 PM,10/25/2018 03:41:35 PM,10/25/2018 03:42:26 PM,,,,Fire,10/25/2018 03:44:00 PM,VINTON CT/GRANT AV,San Francisco,94108,B01,13,1314,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Outside Fire,08/09/2018,08/09/2018,08/09/2018 10:48:44 AM,08/09/2018 10:48:44 AM,08/09/2018 10:48:54 AM,08/09/2018 10:53:00 AM,,,,Fire,08/09/2018 10:55:42 AM,DOLORES ST/19TH ST,San Francisco,94110,B06,07,5435,A,3,3,true,Fire,1,ENGINE,1,6,8,Castro/Upper Market
Outside Fire,08/09/2018,08/09/2018,08/09/2018 12:33:12 PM,08/09/2018 12:40:09 PM,08/09/2018 12:40:41 PM,08/09/2018 12:40:51 PM,08/09/2018 12:44:00 PM,,,No Merit,08/09/2018 12:53:58 PM,200 Block of ELLIS ST,San Francisco,94102,B03,03,1366,3,3,3,true,Fire,1,ENGINE,1,3,6,Tenderloin
Vehicle Fire,08/04/2018,08/03/2018,08/04/2018 01:48:26 AM,08/04/2018 01:49:36 AM,08/04/2018 01:50:05 AM,08/04/2018 01:52:43 AM,08/04/2018 01:56:04 AM,,,Fire,08/04/2018 02:37:04 AM,HARNEY WY/EXECUTIVE PARK BL,San Francisco,94134,B10,44,6577,3,3,3,false,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Vehicle Fire,08/04/2018,08/03/2018,08/04/2018 01:48:26 AM,08/04/2018 01:49:36 AM,08/04/2018 01:50:05 AM,08/04/2018 01:52:00 AM,08/04/2018 01:58:28 AM,,,Fire,08/04/2018 01:59:09 AM,HARNEY WY/EXECUTIVE PARK BL,San Francisco,94134,B10,44,6577,3,3,3,false,Fire,1,TRUCK,2,10,10,Bayview Hunters Point
Outside Fire,08/04/2018,08/04/2018,08/04/2018 05:46:04 PM,08/04/2018 05:47:11 PM,08/04/2018 05:47:21 PM,08/04/2018 05:48:29 PM,08/04/2018 05:51:52 PM,,,Fire,08/04/2018 05:55:41 PM,500 Block of DOLORES ST,San Francisco,94114,B06,07,5435,3,3,3,true,Fire,1,ENGINE,1,6,8,Castro/Upper Market
Outside Fire,08/08/2018,08/08/2018,08/08/2018 10:56:46 AM,08/08/2018 10:58:56 AM,08/08/2018 10:59:08 AM,08/08/2018 10:59:48 AM,,,,Fire,08/08/2018 11:04:57 AM,1500 Block of BURKE AVE,San Francisco,94124,B10,25,6525,3,3,3,false,Fire,1,CHIEF,3,10,10,Bayview Hunters Point
Outside Fire,08/05/2018,08/04/2018,08/05/2018 04:12:29 AM,08/05/2018 04:12:29 AM,08/05/2018 04:12:29 AM,08/05/2018 04:12:29 AM,08/05/2018 04:12:29 AM,,,Fire,08/05/2018 04:16:41 AM,POST ST/POLK ST,San Francisco,94109,B04,03,1641,3,3,3,true,Fire,1,ENGINE,1,4,3,Tenderloin
Outside Fire,08/05/2018,08/04/2018,08/05/2018 06:26:38 AM,08/05/2018 06:28:22 AM,08/05/2018 06:28:41 AM,08/05/2018 06:29:59 AM,08/05/2018 06:33:18 AM,,,Fire,08/05/2018 06:40:28 AM,MAIN ST/MISSION ST,San Francisco,94105,B03,35,2116,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,08/05/2018,08/04/2018,08/05/2018 07:23:36 AM,08/05/2018 07:25:12 AM,08/05/2018 07:26:28 AM,08/05/2018 07:27:16 AM,08/05/2018 07:29:50 AM,,,Fire,08/05/2018 07:33:18 AM,21ST ST/DOLORES ST,San Francisco,94110,B06,11,5457,3,3,3,false,Fire,1,CHIEF,1,6,8,Castro/Upper Market
Outside Fire,08/05/2018,08/04/2018,08/05/2018 07:23:36 AM,08/05/2018 07:25:12 AM,08/05/2018 07:26:28 AM,08/05/2018 07:28:04 AM,08/05/2018 07:30:02 AM,,,Fire,08/05/2018 07:34:46 AM,21ST ST/DOLORES ST,San Francisco,94110,B06,11,5457,3,3,3,true,Fire,1,ENGINE,2,6,8,Castro/Upper Market
Outside Fire,08/05/2018,08/04/2018,08/05/2018 07:23:36 AM,08/05/2018 07:25:12 AM,08/05/2018 07:26:28 AM,08/05/2018 07:28:15 AM,08/05/2018 07:30:33 AM,,,Fire,08/05/2018 07:32:58 AM,21ST ST/DOLORES ST,San Francisco,94110,B06,11,5457,3,3,3,true,Fire,1,TRUCK,3,6,8,Castro/Upper Market
Outside Fire,08/05/2018,08/05/2018,08/05/2018 01:44:16 PM,08/05/2018 01:45:15 PM,08/05/2018 01:45:25 PM,08/05/2018 01:46:38 PM,08/05/2018 01:48:29 PM,,,Fire,08/05/2018 02:07:17 PM,1500 Block of MINNESOTA ST,San Francisco,94107,B10,25,2641,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,08/05/2018,08/05/2018,08/05/2018 03:17:27 PM,08/05/2018 03:19:05 PM,08/05/2018 03:19:15 PM,08/05/2018 03:20:56 PM,08/05/2018 03:25:41 PM,,,Fire,08/05/2018 03:31:08 PM,800 Block of JAMESTOWN AVE,San Francisco,94124,B10,17,6642,3,3,3,false,Fire,1,CHIEF,2,10,10,Bayview Hunters Point
Outside Fire,08/05/2018,08/05/2018,08/05/2018 03:17:27 PM,08/05/2018 03:19:05 PM,08/05/2018 03:19:15 PM,08/05/2018 03:20:22 PM,,,,Fire,08/05/2018 03:21:12 PM,800 Block of JAMESTOWN AVE,San Francisco,94124,B10,17,6642,3,3,3,true,Fire,1,ENGINE,3,10,10,Bayview Hunters Point
Outside Fire,08/05/2018,08/05/2018,08/05/2018 03:17:27 PM,08/05/2018 03:19:05 PM,08/05/2018 03:20:35 PM,08/05/2018 03:20:35 PM,,,,Fire,08/05/2018 03:30:26 PM,800 Block of JAMESTOWN AVE,San Francisco,94124,B10,17,6642,3,3,3,false,Fire,1,ENGINE,5,10,10,Bayview Hunters Point
Outside Fire,08/05/2018,08/05/2018,08/05/2018 03:17:27 PM,08/05/2018 03:19:05 PM,08/05/2018 03:19:15 PM,,,,,Fire,08/05/2018 03:20:15 PM,800 Block of JAMESTOWN AVE,San Francisco,94124,B10,17,6642,3,3,3,false,Fire,1,TRUCK,4,10,10,Bayview Hunters Point
Outside Fire,08/05/2018,08/05/2018,08/05/2018 03:17:27 PM,08/05/2018 03:19:05 PM,08/05/2018 03:20:12 PM,08/05/2018 03:20:12 PM,08/05/2018 03:22:09 PM,,,Fire,08/05/2018 03:31:08 PM,800 Block of JAMESTOWN AVE,San Francisco,94124,B10,17,6642,3,3,3,false,Fire,1,TRUCK,1,10,10,Bayview Hunters Point
